Unnamed: 0,Title,Category,Date,Keywords,URL
34,"Two days after JFK’s assassination, the NFL played on",1,2023-11-21 00:00:00,rozelle decision game president games days played nfl football wrote jfks assassination redskins weekend,https://www.washingtonpost.com/sports/2023/11/21/nfl-jfk-assassination/
35,"As Democrats push to ban caste discrimination, some Indian Americans object",1,2023-11-22 00:00:00,caste push state democrats american newsom ban indian kapur object bill california discrimination democratic americans,https://www.washingtonpost.com/politics/2023/11/22/indian-americans-caste-discrimination-newsom-veto/
36,U.S. Park Police officer shot in downtown D.C.,1,2023-11-22 00:00:00,man park district streets wounded shot apartment homicides shooting officer dc downtown,https://www.washingtonpost.com/dc-md-va/2023/11/22/dc-officer-shot-wednesday/
37,"The NFL’s brief, forgotten experiment with Thanksgiving in St. Louis",1,2023-11-22 00:00:00,coryell game dallas thanksgiving team cowboys nfls cardinals forgotten louis experiment brief season st,https://www.washingtonpost.com/sports/2023/11/22/nfl-thanksgiving-dallas-st-louis/
38,"In a season when so much is new, Commanders default to same old struggles",1,2023-11-22 00:00:00,games teams default team washingtons play commanders washington focus win know old season struggles,https://www.washingtonpost.com/sports/2023/11/22/commanders-losing-struggles-mistakes/
39,The Detroit Lions are finally a force as Thanksgiving arrives,1,2023-11-21 00:00:00,force arrives finally seed teams super thanksgiving team nfc detroit schatz wins season lions,https://www.washingtonpost.com/sports/2023/11/21/detroit-lions-thanksgiving/
40,"‘Saltburn’ seduces with every frame, but leaves you wanting more",1,2023-11-21 00:00:00,oliver saltburn felixs frame felix leaves films fennells wanting oxford hes seduces good fennell,https://www.washingtonpost.com/entertainment/movies/2023/11/21/saltburn-movie-review/
41,The Madstone by Elizabeth Crook book review,1,2023-11-21 00:00:00,book long young elizabeth madstone review crook hes tot nell benjamin texas things shes,https://www.washingtonpost.com/books/2023/11/21/madstone-western-novel/
42,Napoleon who? Ridley Scott biopic leaves a void at its center.,1,2023-11-21 00:00:00,working napoleon center french david leaves bonaparte comes biopic scott leader staroutline josephine ridley void,https://www.washingtonpost.com/entertainment/movies/2023/11/21/napoleon-movie-review/
43,Episode 6: ‘I know what I saw’,1,,told ago saw remains washington post school witness witnessed know exhumation calivigny episode,https://www.washingtonpost.com/podcasts/the-empty-grave-of-comrade-bishop/episode-6--i-know-what-i-saw/
44,The Empty Grave of Comrade Bishop,1,,powers whereabouts grave bishop seven remains unknown role shaping comrade washington revolutionary series,https://www.washingtonpost.com/podcasts/the-empty-grave-of-comrade-bishop/
45,‘The Empty Grave of Comrade Bishop’: Podcast episode guide,1,2023-10-23 00:00:00,bodies told grave podcast bishop remains guide comrade grenada know calivigny bishops episode,https://www.washingtonpost.com/investigations/2023/10/23/empty-grave-comrade-bishop-podcast-guide/
46,Read Perry Bacon Jr.'s live chat - The Washington Post,1,2023-11-23 00:00:00,questions perry readers read bacon submit week jrs washington post live start question politics chat page,https://www.washingtonpost.com/opinions/2023/11/23/perry-bacon-live-chat/
47,"Election 2024: The Post’s Political Roundtable with Ashley Parker, Brianna Tucker and Marianne LeVine",1,2023-11-27 00:00:00,campaign president tucker sullivan roundtable election brianna political speaker sean tries parker whats posts levine marianne trail trump ashley,https://www.washingtonpost.com/washington-post-live/2023/11/27/election-2024-posts-political-roundtable-with-ashley-parker-brianna-tucker-marianne-levine/
48,Republican Maloy wins special House election for Utah’s 2nd District,1,2023-11-21 00:00:00,according house district stewart wifes election special 2nd republican utahs wrote maloy wins,https://www.washingtonpost.com/politics/2023/11/21/utah-congress-2nd-election-result/
49,Utah 2nd District special election results 2023 live updates,1,2023-11-21 00:00:00+00:00,state district swath 2023 wifes election special utah stepped updates results 2nd live republican whip utahs stewart,https://www.washingtonpost.com/election-results/2023/utah-district-2/
50,GOP official’s wife convicted in months-long 2020 voter-fraud scheme,1,2023-11-22 00:00:00,according scheme voterfraud wife jeremy monthslong gop county ballots voter iowa kim phuong convicted 2020 taylor officials,https://www.washingtonpost.com/politics/2023/11/22/iowa-voter-fraud-wife-husband-republican/
51,Democrats accuse X of profiting off misinformation in Israel-Gaza war,1,2023-11-21 00:00:00,profiting propaganda terrorist lawmakers democrats letter hamas company media matters misinformation war x accuse israelgaza content,https://www.washingtonpost.com/politics/2023/11/21/hamas-israeli-x-musk/
52,The far right toppled McCarthy over spending. What has it gotten them?,1,2023-11-21 00:00:00,republicans house pass votes speaker senate gop far johnson spending cuts toppled gotten mccarthy right,https://www.washingtonpost.com/business/2023/11/21/house-republicans-cut-spending/
53,How the surge in migration to the U.S. might affect 2024,1,2023-11-21 00:00:00,migration hispanics population immigration increase counties voters surge affect 2020 border right 2024 hispanic,https://www.washingtonpost.com/politics/2023/11/21/immigration-politics-republicans-trump-biden/
54,"Iowa evangelical leader Bob Vander Plaats endorses DeSantis, knocks Trump",1,2023-11-21 00:00:00,evangelical bob vander knocks plaats desantis gop trumps endorsement iowa leader trump leaders plaatss endorses,https://www.washingtonpost.com/politics/2023/11/21/bob-vander-plaats-desantis-iowa/
55,Many now see Haley as Trump’s top GOP challenger. She faces hurdles ahead.,1,2023-11-21 00:00:00,campaign hampshire state challenger haley desantis gop christie faces trumps iowa voters hurdles ahead trump support,https://www.washingtonpost.com/elections/2023/11/21/haley-trump-desantis-republican-presidential/
56,Dean Phillips supporters launch ads attacking Biden’s electability,1,2023-11-21 00:00:00,campaign winning biden president presidential hampshire phillips electability ads launch supporters attacking dean kennedy bidens trump spots,https://www.washingtonpost.com/politics/2023/11/21/dean-phillips-joe-biden-ads/
57,Georgia judge orders new bond agreement for Trump co-defendant Harrison Floyd,1,2023-11-21 00:00:00,case willis codefendant agreement harrison georgia bond election judge social media trumps floyd trump floyds orders fulton,https://www.washingtonpost.com/national-security/2023/11/21/harrison-floyd-bond-trump-georgia-election-case/
58,Colorado judge who ruled Trump incited Jan. 6 is latest to blame him,1,2023-11-20 00:00:00,blame district president certification judge trumps ruled colorado incited violence capitol trump jan latest,https://www.washingtonpost.com/politics/2023/11/20/judge-says-trump-incited-insurrection-other-judges-have-come-close/
59,I have too many friends. I can’t keep up! Carolyn Hax readers advise.,1,2023-11-22 00:00:00,readers advise say touch husband group hax butterflied start social week carolyn thats cant friends,https://www.washingtonpost.com/advice/2023/11/22/carolyn-hax-too-many-friends/
60,Ask Amy: I have a distant relationship with my ‘self-indulgent’ mom,1,2023-11-22 00:00:00,marriage ask distant way mother behavior stop im mom parents little help amy relationship selfindulgent,https://www.washingtonpost.com/advice/2023/11/22/ask-amy-mother-daughter-distant/
61,Miss Manners: My friend’s husband told me I wear too much makeup,1,2023-11-22 00:00:00,told husband makeup sure miss manners b taking send host wear scenario dont response friends,https://www.washingtonpost.com/advice/2023/11/22/miss-manners-rude-comment-door/
62,"I have chronic fatigue syndrome, and my young daughter is exhausting",1,2023-11-22 00:00:00,family cfs syndrome young fatigue child fun daughter chronic morning work win exhausting begin meetings battles,https://www.washingtonpost.com/parenting/2023/11/22/chronic-fatigue-parent-advice/
63,Ask Elaine: He worries dealing with trauma will hurt our relationship,1,2023-11-21 00:00:00,elaine ask partner trauma worries love needs dealing work therapist help relationship boyfriend hurt healing,https://www.washingtonpost.com/advice/2023/11/21/ask-elaine-boyfriend-trauma-hurt-relationship/
64,6 tips for a healthy Thanksgiving: The week in Well+Being,1,2023-11-21 00:00:00,read wellbeing thanksgiving going feel week healthy tips kale morning joy turkey workout thanks,https://www.washingtonpost.com/wellness/2023/11/21/healthy-thanksgiving-tips-wellbeing-newsletter/
65,Lead poisoning from fruit pouches affects more kids. Here’s what to know.,1,2023-11-07 00:00:00,heres lead poisoning fruit children puree levels cinnamon eating affects know pouches kids food,https://www.washingtonpost.com/wellness/2023/11/07/applesauce-recalls-lead-exposure-testing/
66,What a mystery illness in dogs could mean for holiday pet care,1,2023-11-22 00:00:00,oregon illness care dog cavanagh holiday mean day disease dont mystery respiratory dogs pet veterinary,https://www.washingtonpost.com/wellness/2023/11/22/dogs-respiratory-illness-boarding-daycare/
67,Why are periods so hush-hush? A film takes on the stigma of menstruation.,1,2023-11-22 00:00:00,hushhush cycle takes film thing stigma period world women menstruation tampon month periods talking,https://www.washingtonpost.com/wellness/2023/11/22/periodical-documentary-periods-stigma/
68,Why does kale upset my stomach?,1,2023-11-20 00:00:00,fiber high does stomach upset insoluble rfos thyroid k kale eating soluble,https://www.washingtonpost.com/wellness/2023/11/20/kale-digestion-upset-stomach/
69,"AI can’t write my books yet, but it still took my author photos",1,2023-11-22 00:00:00,books ive images actors face author books3 photos ai write writers thats doing cant used took,https://www.washingtonpost.com/books/2023/11/22/ai-author-photos/
70,"New works of fantasy by Kij Johnson, Gene Wolfe and Terry Pratchett",1,2023-11-22 00:00:00,works novella fiction fantasy gene pratchett named johnson vellitt world toad johnsons wolfe terry written kij,https://www.washingtonpost.com/books/2023/11/22/gene-wolfe-terry-pratchett-review/
71,Book review: ‘The Death of a Jaybird’ by Jodi M. Savage,1,2023-11-20 00:00:00,savage book writing jaybird review m grandmother essays mothers jodi life death black relationship grandmothers grief,https://www.washingtonpost.com/books/2023/11/20/death-jaybird-jodi-savage-review/
72,The Book of Ayn by Lexi Freiman book review,1,2023-11-21 00:00:00,paradox book group lexi canceled review friend younger freiman ayn joke rand anna shes,https://www.washingtonpost.com/books/2023/11/21/lexi-freiman-ayn-rand-novel/
73,Fiction writers are learning the tricks of true crime,1,2023-11-21 00:00:00,crime tricks fiction novel michael truecrime ola podcast true women learning writers josie list,https://www.washingtonpost.com/books/2023/11/21/none-this-is-true-lisa-jewell-penance-eliza-clark-list-yomi-adegoke-review/
74,These baby turtle eggs were going to be ‘bar snacks.’ Watch the hatchlings return to the sea.,1,2023-11-21 00:00:00,watch hatchlings baby sea poachers snacks going return coast costa punta turtle bar eggs ricas turtles local,https://www.washingtonpost.com/climate-solutions/2023/11/21/sea-turtle-rescue-costa-rica-bar-snacks/
75,The fridge hack that can slash your food waste,1,2023-11-21 00:00:00,perishable slash zhao waste fruits eat fridge items vegetables refrigerator hack food,https://www.washingtonpost.com/climate-solutions/2023/11/21/food-waste-fridge-feng-shui/
76,"The many contrasts of oil-rich UAE, host of the global climate talks",1,2023-11-21 00:00:00,emissions contrasts adnoc talks oilrich host company climate city energy fossil oil carbon uae global,https://www.washingtonpost.com/climate-environment/2023/11/21/uae-dubai-cop28-oil-solar/
77,"Oil spill tops 1 million gallons, threatens Gulf of Mexico wildlife",1,2023-11-21 00:00:00,taylor wildlife gallons pass coast spill million gulf threatens tops main oil guard pipeline mexico,https://www.washingtonpost.com/climate-environment/2023/11/21/oil-spill-gulf-mexico-louisiana/
78,States must target transportation carbon emission cuts under new federal rule,1,2023-11-22 00:00:00,transportation rule state emissions highway administration set states cuts emission federal target infrastructure carbon,https://www.washingtonpost.com/transportation/2023/11/22/carbon-emission-cuts-rule/
79,"Thanksgiving snowstorm to blanket Rockies, including Denver",1,2023-11-22 00:00:00,west snowstorm wyoming thanksgiving denver plains western snow including rockies blanket inches totals colorado storm,https://www.washingtonpost.com/weather/2023/11/22/thanksgiving-snow-rockies-winter-storm-denver/
80,Soaking Mid-Atlantic storm brings drought relief,1,2023-11-22 00:00:00,region rain soaking drought precipitation midatlantic rainfall brings inches tuesdays totals day average storm relief fell,https://www.washingtonpost.com/weather/2023/11/22/midatlantic-rainfall-dc-drought-fires/
81,A city-by-city look at where weather could delay Thanksgiving travel,1,2023-11-21 00:00:00,night rain look thanksgiving weather highs citybycity travel snow inches storm showers delay,https://www.washingtonpost.com/weather/2023/11/21/thanksgiving-travel-weather-city-forecasts/
82,"Why it’s so hot in Brazil, where a Taylor Swift concertgoer died",1,2023-11-19 00:00:00,rio taylor swift brazil hot climate temperatures died heat dew humidity high degrees concertgoer,https://www.washingtonpost.com/weather/2023/11/19/brazil-extreme-heat-taylor-swift/
83,Americans turn to faxes to reach elected officials about the war,1,2023-11-22 00:00:00,officials past turn elected send offices number site week calls reach war fax americans ceasefire faxes,https://www.washingtonpost.com/technology/2023/11/22/fax-congress-israel-gaza/
84,Five technology products we regret buying,1,2023-11-21 00:00:00,products headphones product wireless bought technology tech buying regret help colleague pet coffee using,https://www.washingtonpost.com/technology/2023/11/21/worst-tech-gifts-black-friday/
85,Do you talk more like a millennial or a boomer at work? Take this quiz to find out.,1,,text talk boomer youre send millennial continues quiz work advertisement day colleague message project,https://www.washingtonpost.com/technology/interactive/2023/gen-z-boomers-office-lingo-slang/
86,Elon Musk says SpaceX will soon be ready for third flight of Starship,1,2023-11-22 00:00:00,ready commercial soon faa spacex spacecraft elon starship booster rocket months flight space musk,https://www.washingtonpost.com/technology/2023/11/22/spacex-starship-faa-test-license/
87,"Decades before OpenAI ousted Sam Altman, Apple left Steve Jobs behind",1,2023-11-21 00:00:00,apples told power left sam company executive board ousted openai jobs apple wrote steve altman decades sculley,https://www.washingtonpost.com/history/2023/11/21/sam-altman-openai-steve-jobs-apple/
88,"Louisville bank shooter killed 5 people to highlight gun laws, police report shows",1,2023-11-21 00:00:00,bank easy shooting rifle sturgeon highlight report laws victims shooter violence shows wrote killed louisville gun politicians,https://www.washingtonpost.com/nation/2023/11/21/louisville-shooter-connor-sturgeon-report/
89,Loosening restrictions on marijuana may not be boon for reform,1,2023-11-22 00:00:00,boon marijuana loosening restrictions cannabis drugs research drug substance reform federal rescheduling schedule,https://www.washingtonpost.com/health/2023/11/22/marijuana-rescheduling-research-penalties/
90,A couple and their dog were weeks into a sailing trip. Then the engine died.,1,2023-11-21 00:00:00,trip husband told water helicopter dog engine coast sailing bandit vessel cook weeks died couple guard peer,https://www.washingtonpost.com/nation/2023/11/21/dog-rescue-sailboat-florida/
91,Four inmates escaped from a Georgia jail. A 33-day manhunt ensued.,1,2023-11-22 00:00:00,ensued manhunt escaped later enforcement investigators davis escape oct jail inmates williams 33day georgia went,https://www.washingtonpost.com/nation/2023/11/22/bibb-county-inmates-escape-georgia-jail/
92,"Holly Maguigan, who gave battered women a defense in court, dies at 78",1,2023-11-21 00:00:00,husband court law lawyer maguigan gave lawyers victims defense domesticviolence dies women battered 78 ms holly violence,https://www.washingtonpost.com/obituaries/2023/11/21/holly-maguigan-domestic-violence-dead/
93,A growing global footprint for China’s space program worries Pentagon,1,,global bolivia china ground countrys worries satellites chinese chinas pentagon program footprint satellite military space growing stations,https://www.washingtonpost.com/world/interactive/2023/china-space-program-south-america-defense/
94,Napoleon complex? The ‘little corporal’ was actually taller than average.,1,2023-11-22 00:00:00,soldiers napoleon french corporal broers height bonaparte little average taller complex actually english gillray,https://www.washingtonpost.com/history/2023/11/22/napoleon-short-myth/
95,North Korea says it launched a spy satellite: 5 things to know,1,2023-11-21 00:00:00,koreas stages second reconnaissance korea north satellites spy launched rocket satellite know things stage,https://www.washingtonpost.com/world/2023/11/21/north-korea-spy-satellite/
96,"Facing pressure in India, Netflix and Amazon back down on daring films",1,2023-11-20 00:00:00,india pressure kashyap bjp hindu amazon daring films prime facing indian video streaming netflix political,https://www.washingtonpost.com/world/2023/11/20/india-netflix-amazon-movies-self-censorship/
97,Woman reunited with pet bird after paperwork glitch stranded it at airport,1,2023-11-22 00:00:00,glitch airport force official charlie required stranded permits paperwork adlard reunited border pet woman bird thought,https://www.washingtonpost.com/nation/2023/11/22/heathrow-airport-pet-bird-permit/
98,Each generation has its definitive movies. These are some of mine.,1,2023-11-21 00:00:00,generational definitive gen films life women touchstones day age generation movies movie,https://www.washingtonpost.com/entertainment/movies/2023/11/21/movies-generational-touchstones/
99,Will ProPublica cross a picket line by publishing its next big scoop?,1,2023-11-22 00:00:00,engelberg management propublica line machines union staffers publishing postgazette big newsrooms series labor scoop picket cross,https://www.washingtonpost.com/style/media/2023/11/22/propublica-pittsburgh-post-gazette-strike-cpap-story/
100,Federal judges overturn Maryland handgun licensing law,1,2023-11-21 00:00:00,overturn handgun law maryland court state laws ruling bruen judges federal gun licensing supreme,https://www.washingtonpost.com/dc-md-va/2023/11/21/maryland-gun-ruling-decision-bruen/
101,What’s open and closed for Thanksgiving across the D.C. region,1,2023-11-22 00:00:00,region whats parking restrictions closed open thanksgiving transit closings schedules observance dc,https://www.washingtonpost.com/dc-md-va/2023/11/22/thanksgiving-closings-openings-dc-maryland-virginia/
102,An innovative program allows doctors to prescribe fruit and veggies,1,2023-11-22 00:00:00,innovative doctors patients produce rx allows fruits fruit health medical program diabetes bread prescribe veggies food,https://www.washingtonpost.com/dc-md-va/2023/11/22/produce-rx-bread-city/
103,PM Update: Cooler and still breezy through Thanksgiving,1,2023-11-22 00:00:00,continue today thanksgiving weather update comment breezy northwest day cooler forecast breezes,https://www.washingtonpost.com/weather/2023/11/22/dc-area-forecast-cooler-thanksgiving/
104,The 36 best things to do in D.C. this weekend and next week,1,2023-11-22 00:00:00,free best stouts 36 noon dec holiday week children music including lighting event things dc weekend,https://www.washingtonpost.com/dc-md-va/2023/11/22/best-things-to-do-dc/
105,"The Capitals’ core is old, but kids are powering their hot streak",1,2023-11-22 00:00:00,capitals players star young streak knew things play hot core powering caps old kids carbery think,https://www.washingtonpost.com/sports/2023/11/22/capitals-youth-movement/
106,The Capitals are surging. Just don’t look at their power play.,1,2023-11-20 00:00:00,look capitals net zone power youre puck surging powerplay start need dont play,https://www.washingtonpost.com/sports/2023/11/20/capitals-power-play-problems/
107,"Ben Olsen shook up a ‘nice, comfortable life’ in D.C. He’s glad he did.",1,2023-11-22 00:00:00,comfortable ben coach dynamo nice olsen shook hes life glad washington regular houston good really dc season,https://www.washingtonpost.com/sports/2023/11/22/ben-olsen-houston-dynamo-coach/
108,Fact Checker,1,,warranted eyewitness doubt caution checker hamas israeli reports fact pointed official initial,https://www.washingtonpost.com/news/fact-checker/
109,Biden yet again says Hamas beheaded babies. Has new evidence emerged?,1,2023-11-22 00:00:00,soldiers biden emerged babies civilians beheaded beheadings hamas oct children israeli evidence,https://www.washingtonpost.com/politics/2023/11/22/biden-yet-again-says-hamas-beheaded-babies-has-new-evidence-emerged/
110,How to argue about politics this Thanksgiving,1,2023-11-22 00:00:00,biden president father thanksgiving hunter hes washington republican voters argue trump politics business,https://www.washingtonpost.com/politics/2023/11/22/how-argue-about-politics-this-thanksgiving/
111,Trump's poll image numbers have improved. But can it last?,1,2023-11-20 00:00:00,numbers president recent improved presidency rating trumps approval poll image trump americans higher,https://www.washingtonpost.com/politics/2023/11/20/trumps-improved-image-is-it-approval-or-amnesia/
112,How Democrats have soured on Israel,1,2023-11-17 00:00:00,biden israel democrats israels strongly week poll showed month response soured,https://www.washingtonpost.com/politics/2023/11/17/democrats-israel-polls/
113,Polls show New Hampshire could decide Haley's chances against Trump,1,2023-11-17 00:00:00,hampshire say haleys biden primary haley polls trumps poll voters trump decide chances,https://www.washingtonpost.com/politics/2023/11/17/why-new-hampshire-looks-pivotal-2024-gop-race/
